"","S1","S2","S3","S4","S5","S6"
"HS_GT_10808",5.96629547294972,7.23723728776391,10.8762793946872,11.2734304442476,10.0282232258454,8.68524680945068
"HS_GT_1340",6.07020048639334,9.85527013345383,8.80362805546679,10.1179371970305,9.01468704574447,10.2360949392898
"HS_GT_13469",13.6904330091074,6.18794488921359,7.83586915730093,11.3503749681338,11.077701113061,10.7211176274037
"HS_GT_7484",8.18439299954509,3.74395502431717,3.74383439681469,4.27812160518706,13.3654540193764,7.94193148010119
"HS_GT_14001",13.0030389627067,9.72363516328166,8.30129232650633,11.5077016695978,5.89146280374549,7.54840778637841
"HS_GT_14261",4.92217137976997,9.32466312003835,3.33619561518878,8.33255337937723,10.4325275629821,9.77833981209406
"HS_GT_11251",11.1541010294986,5.95277676879007,3.89109695629844,13.9236323373861,5.01252247078201,2.10068973800455
"HS_GT_14123",6.66569267900585,5.74303796957325,9.55849085761661,7.38605592246223,10.8378974334367,6.59188529393168
"HS_GT_14168",11.0026877616324,9.03209851163287,9.2783915692352,9.40725292857072,6.61705557084136,8.80785873174437
"HS_GT_14028",3.63650091377775,10.904825182692,6.42391468278446,6.89179492635452,4.25476509471825,9.75946713693674
"HS_GT_13000",5.80490965838166,8.95055929063384,5.78979707469724,4.46672570726471,8.10791554498351,0.195605026690352
"HS_GT_10391",9.47190659491968,8.18219589172597,11.696243949805,7.91366531918627,10.0525012761255,12.5665949901065
"HS_GT_7132",9.85456510307146,5.37520453620076,4.41823015269193,10.7089058804498,11.8626553776993,3.51007016077745
"HS_GT_14151",3.68303030993384,11.4924089178756,5.20170380104595,3.49717283063783,6.56000034291374,14.2678851258868
"HS_GT_11637",5.92088532578248,9.8515523454303,8.67016295296167,9.90034869542165,3.81274538125042,11.8363394369072
"HS_GT_6275",12.2681348692095,13.818134398766,7.77619874816782,8.79158148314816,12.1940700812196,3.58536865427559
"HS_GT_14135",6.57182437290401,10.2684940635348,9.26099145789899,8.29145017537367,11.9860731601866,6.99664511798955
"HS_GT_6859",14.5130985321068,2.52211218315212,5.41679606045448,7.44549768653832,8.05008286933255,15.1740953752599
"HS_GT_14337",6.83401701296466,12.7003099674091,2.72525148636757,6.99259848106737,10.0372927105077,8.23547835984902
"HS_GT_14396",10.6454656256815,13.081642007214,7.26982385076571,8.38558715034415,6.30024152305548,11.749067533996
"HS_GT_13095",10.8439178198763,4.19420925353625,2.08515732897029,15.0213082978166,5.26146623954041,6.30463605454788
"HS_GT_10378",10.820446274273,7.03582742473606,8.68140692413034,6.13265045603902,4.94779629866656,4.57937046453536
"HS_GT_7284",6.21412833276865,9.39905670047846,8.26144341683971,4.76744221653614,11.3223868529463,15.051648372606
"HS_GT_12716",11.8624821971828,18.7273905546249,9.03682235002747,4.18186630762029,11.0802637488651,6.86512268563767
"HS_GT_6738",7.14126789749109,7.16759567749671,11.0439564384007,7.12912504345709,10.4778029527244,11.0433988418149
"HS_GT_11250",13.8048264605887,5.24722509234362,10.8264931865975,13.1077974681808,10.8825100774415,8.17912041507129
"HS_GT_3764",7.93160271497247,5.99721879963432,8.68760636098275,4.50174485279203,9.73022954559826,3.40144597410609
"HS_GT_14240",8.30775861667289,7.59216939016659,4.85807399076986,11.1933849470198,11.4489372870934,6.18772756088013
"HS_GT_1106",7.43685490013837,6.40652484989913,13.4609217892445,9.02334137759733,13.6230767865454,8.48176421088342
"HS_GT_5157",7.73504649320685,11.8211713746436,5.24832699564328,9.91973041537491,3.2834047189568,9.10499496918112
"HS_GT_14080",5.52079737335362,5.37121366762015,10.0562845274218,3.94309393026072,6.91312661650804,4.75425081735392
"HS_GT_13302",1.84202482587806,7.64575891762811,10.3776380913726,11.6052029023607,8.87675080191515,5.41963474028255
"HS_GT_10032",5.92130678336376,8.07503933759286,8.01057827209831,8.54892878967228,5.4956550697271,7.35085118974809
"HS_GT_7472",6.61590296283215,2.99013034433684,8.57159287618185,12.5997569349389,7.27771467005778,7.38098387618708
"HS_GT_11521",10.2040487507262,6.67801220112821,7.61905837317266,10.0403109507905,4.18724327339926,9.753510236799
"HS_GT_14280",14.0386464013025,4.85396190424737,5.80879342737307,3.65562088233023,9.17967248184479,5.21670279683543
"HS_GT_3060",6.80330609327748,9.58725480011517,8.62403053755709,10.1089901026751,6.93257992917364,10.2764583754666
"HS_GT_10809",1.96937829483191,2.7179566439121,7.61898198215459,6.3567103602645,9.63156069015377,8.61269268260202
"HS_GT_5643",10.8803489252491,14.8768589376688,4.5249877793138,7.90654983434345,12.4446272307126,4.79516189333754
"HS_GT_14471",1.53825065581727,7.54537920721164,9.38349963971719,6.06319139101608,5.08823418334777,11.1468903613868
"HS_GT_5039",5.53656063478646,5.77107269441071,14.6376532491615,4.34609215566002,11.4201431630271,7.12946841018923
"HS_GT_7169",10.7397484922523,14.4901214618605,6.34115866675437,5.33547770688922,10.7281542651882,7.78557299539694
"HS_GT_12021",10.6544662996205,7.45534020610783,7.66851390105532,11.0736849575214,6.7154047511712,11.0939914275728
"HS_GT_13838",7.35138392786691,10.6836322051754,11.3570801337104,10.6642902357699,9.08938807512647,11.7864573483799
"HS_GT_14039",10.5282252821318,7.3518171163819,7.89425900697141,7.59549888510783,9.26060351558785,10.3615767907887
"HS_GT_14182",7.21259972900167,5.23755694496807,9.17072480649596,6.01817354161731,3.7958688442966,8.80986187335891
"HS_GT_4756",6.4709986907698,5.70504716459034,4.09082182389609,9.94697271489628,14.97636209873,6.67596495016197
"HS_GT_11530",8.97817105472829,4.21904990936315,4.50297992934933,6.4160507727094,9.97591351420068,10.0206241674302
"HS_GT_12321",8.21563099537158,6.60776976027377,9.60098498045022,1.70663389893233,8.98943972779556,7.98669679474804
"HS_GT_6184",14.7323058534419,5.57013479179165,7.88822292555458,6.05588402836645,12.5026950821911,11.1646740610484
"HS_GT_10532",5.29480833946886,4.83544958903323,9.76491905653011,15.8817772703653,11.9725720954842,7.69098443174048
"HS_GT_14317",8.58241346794092,9.79509743313008,9.757808099671,11.2794398507824,15.4395660557207,5.99512576046831
"HS_GT_10191",9.05253259763385,11.9787356639416,2.12791783250078,7.07574656594302,8.01556845509566,1.70867512891129
"HS_GT_12655",9.63298099798675,9.24120794323942,4.77304859872409,11.1437533299977,7.17585109541591,7.81313750367263
"HS_GT_12409",8.74518300203634,7.10680344876826,3.80353291013834,3.97569185897473,5.94376899769873,8.9936204199213
"HS_GT_13110",13.4202284186278,1.02574630347755,8.18146531663073,7.52695380330091,11.5788884204332,6.40543539198768
"HS_GT_14524",10.4121517306345,9.56133266255845,5.555106337244,13.2974222707369,8.32508089487755,5.11909793550317
"HS_GT_9136",5.46624276649379,9.16340836407429,12.8461623223616,8.02464473979234,11.146686110626,11.4278114376715
"HS_GT_14083",12.7543853589803,12.8232052895355,14.0727052031441,3.56717677264247,7.59654927866485,11.1542584121539
"HS_GT_14917",5.49777716793814,6.13820304896226,10.6877268829014,8.32897391677888,9.13844577734468,7.3310843289081
"HS_GT_5786",5.91847882639378,8.92277975058858,4.39033252404867,7.72807754529499,6.02670579693496,9.89691939339327
"HS_GT_7659",3.275907873688,1.02383311895558,11.7731703701301,8.03413751798495,5.91385781080841,2.49459262461152
"HS_GT_11047",5.31823568274937,5.84624465402021,5.66867937510659,7.02198375088387,5.01907877937275,11.6818644776214
"HS_GT_12879",11.6224938985069,4.52807642423384,11.6295660119196,10.4005106490603,3.93655199684527,4.79734532353821
"HS_GT_12220",7.88230784213603,5.9611772967245,5.65904621358224,4.90226459112308,10.606794271796,9.17518401467539
"HS_GT_14753",5.9647110762647,11.2490259586218,10.4763252162148,4.71928027338407,9.55708999744365,2.91752177893739
"HS_GT_14841",7.53452408147965,5.25933790433491,7.94161410308763,8.3568838224421,11.2874823934464,11.9426623198932
"HS_GT_5644",6.97491189782897,9.19818551500986,8.09286133393784,8.96508227718479,1.07551554666367,4.92554988605799
"HS_GT_6303",6.83104369187433,7.65519930585617,2.24808312705916,8.43911521847197,8.74046905158453,8.11430770625433
"HS_GT_11943",5.73125988059245,7.63897981872497,9.47948924883639,8.02132181235233,8.80398454947138,5.9172481173286
"HS_GT_13273",10.8993044127299,11.2172377173825,8.17859716605966,11.0454444610047,8.79667587262218,5.28700846549549
"HS_GT_13911",7.04848594591551,9.14276072414172,11.4692550680653,7.26255380371879,9.46718247152813,8.06584894327986
"HS_GT_14193",4.13702313010726,4.86185759183511,7.90610717733254,6.65989040366156,4.76698526413583,6.83547883091906
"HS_GT_6146",6.10622716047104,6.16231582721991,13.4779422453548,7.9149598030287,2.43372065867747,9.83622167470825
"HS_GT_14104",8.08182847285561,7.80127461151188,8.76801882542587,4.6733803292686,12.2714504467692,2.93946247930873
"HS_GT_10891",8.45265322577236,4.86330518867841,5.64130017670535,10.6457363495719,9.74442311224293,5.14046856954178
"HS_GT_13944",6.11758367198382,12.235289553211,11.1373395532867,9.40150256743498,2.38162388321962,6.0957733060876
"HS_GT_8414",5.70662525464481,8.01204016400921,5.13150763084776,8.12506762675902,9.77169846869107,7.97960551480245
"HS_GT_13108",12.3831487501803,7.57537086057935,9.34515358237885,4.90628774357012,5.28888530117873,5.34242088888627
"HS_GT_14025",6.7604620926562,7.13447824279753,6.14030839371863,2.28520033537068,4.3530980493839,5.14413245721657
"HS_GT_10199",11.0968705821555,9.75775079178107,12.2209228115089,8.77007769795044,12.6475390473384,6.61623193462432
"HS_GT_13998",7.0710641071834,6.34193752263167,6.68525912853663,6.28166194881273,10.480514551134,7.71085465857599
"HS_GT_14178",9.08528612099705,9.62211217062724,7.10498766971614,9.48684299756459,5.02403086088365,8.16913666191034
"HS_GT_14793",7.63437647180178,7.61261578978581,4.02291574222198,7.93641977582817,6.36665995070889,4.84626554863138
"HS_GT_12133",8.14441304541981,8.65672254664154,10.9728096453523,4.15133486888551,13.4786606001261,10.7193159200706
"HS_GT_10323",13.3675538671035,6.8865570246552,6.55551403615494,6.8574923678604,6.09042846464562,10.4410545384309
"HS_GT_13661",8.17685318458217,11.7511135987721,12.4405826828488,8.02764181119355,7.89645621235208,9.44581943388501
"HS_GT_3413",8.92093193916676,9.9717362138304,11.3471729545509,9.9288007548687,11.6496579825136,8.37027548450121
"HS_GT_12714",5.49440843496159,2.0676246512784,8.500716341361,7.81646939449423,4.54984646140313,13.6993459955376
"HS_GT_15068",7.0281540527671,4.75380170583976,6.38527939390116,13.9235999513731,12.2058425540039,7.29532983756541
"HS_GT_2011",4.17656186825021,1.37812551372861,2.06594923254524,9.2153035150234,7.51478146438372,9.67462281322048
"HS_GT_10385",6.04290979207813,5.17252454223759,9.29303148341296,6.12358382399132,11.5787769238191,5.04442385537105
"HS_GT_14434",3.90269993390677,4.4087475862249,11.0435944591316,10.2291890439166,5.90841475310799,9.88164791715312
"HS_GT_11265",6.06506899354122,7.98956830277457,8.43482847644802,2.33800863280119,7.80009194129381,11.6677096023839
"HS_GT_13868",11.022694860375,9.51746758356455,14.1883444912108,8.327805510345,6.71617082451222,11.9410762604134
"HS_GT_4298",5.14754828217882,10.0649036338253,10.0935195065828,5.18069422539178,3.88171287233365,7.00849919162527
"HS_GT_2379",11.0592210653252,3.37118617218979,11.3539828234822,12.1970791197267,7.12982691434584,9.37058325475334
"HS_GT_3914",10.0042722577514,12.5734421140221,11.1291602339706,4.70810416989943,6.78338313221778,5.58084994691806
"HS_GT_15187",6.81629232438372,6.04455660812496,11.7963393244543,5.62493024345131,6.43151580678777,10.5632726254845
"HS_GT_14094",4.3729054140481,6.09536090116542,8.55812516654603,7.20400910680506,8.96820602516481,8.90621575028731
"HS_GT_5477",4.35150914364593,4.78380759641874,13.4120325504929,9.15929667413219,7.08012719372421,4.86615617210411
"HS_GT_14105",8.39070660772857,6.42493577665814,11.0272935380954,5.92593785404055,5.44945761473791,13.2718166839846
"HS_GT_7379",4.14253482830408,4.37258498277898,13.6501637793395,6.81929116991585,5.21523877601122,9.43955020676859
"HS_GT_14165",11.1287395563061,5.95230232601462,6.17138003628939,6.83726426900538,9.07568301855718,4.41156277732925
"HS_GT_13074",9.67008866686625,9.10809734980789,9.95776784040391,4.66546684928407,7.32833917258883,4.88780277502356
"HS_GT_14544",8.02310699867555,6.24987966514949,4.91022905957303,9.30769099587992,11.9136802946765,4.55292174750462
"HS_GT_13963",3.99895136365444,5.99845277043048,7.62413582314427,9.82461266445713,7.73285046718978,1.78828560762866
"HS_GT_14155",5.11171090876094,6.77947780334679,9.55899421159642,6.80266787300932,15.1427760675438,8.43402580241741
"HS_GT_14555",9.14935441799562,11.1804908296451,2.52019695761665,9.66008973027857,5.3897850583606,5.8656517933321
"HS_GT_15164",10.8170110232738,9.7983605398827,9.89723535831347,9.45889660756096,7.26844270047342,7.67611525500331
"HS_GT_1621",7.27031846872166,9.69728663577395,8.58428318328989,3.60109040956012,6.3247174728805,3.95756860571359
"HS_GT_10395",3.90359864727484,10.1378125220024,4.99339311234124,4.21194107510276,7.72872480088422,5.79168331434046
"HS_GT_14552",8.39088438176844,6.24994018545801,11.1890367843844,9.69486314744328,10.6373164994024,8.69137694479742
"HS_GT_14898",9.88505259841545,7.74633609345322,8.60883908470615,14.5889635843526,11.7281771474673,4.82109187032843
"HS_GT_542",6.64770242657902,2.17743338638098,6.00553169846898,4.78665928413121,9.77794603289234,6.3809759209091
"HS_GT_14423",4.49363512258617,4.55849651043986,9.83447600574221,10.5043927891339,7.60625464409568,8.61822980019551
"HS_GT_1339",6.38279255343218,6.79213110107269,10.3238102947215,5.12745884924062,6.99574734744821,8.25057846581321
"HS_GT_8857",5.6593785056857,11.4884142197289,10.4277326919437,6.94720763654782,6.37947308949143,8.2549545676298
"HS_GT_5329",8.6438706749838,10.0359573038301,10.5280131238533,4.22750745036311,5.71325930967519,8.0231763161316
"HS_GT_4085",6.35415457934416,12.4093361069021,7.9531092767347,8.38362801862081,7.45196971057521,11.9548946804242
"HS_GT_5990",9.11276814599055,4.290161420507,8.42660764127066,8.24054565504596,3.11360947437587,5.97831835373648
"HS_GT_10725",6.67154550766026,6.6990725941779,9.08772584659987,5.31826053277714,5.10495092030094,5.06166827546556
"HS_GT_15175",6.38037865031473,9.91137342311089,8.32570533124579,13.4597660054294,5.63228120458927,4.30707992294509
"HS_GT_10393",5.48808859894254,11.3957618039432,7.71546492937878,9.62014074879638,10.7020336491169,8.30961640936068
"HS_GT_12382",10.5984363068295,5.39182452705838,9.05956771647909,13.4220129851008,7.9908798581655,12.2859482143036
"HS_GT_14315",9.93002337584168,3.4177663190236,7.7087959173982,12.0990866215587,8.84181636583804,8.34815984397093
"HS_GT_5646",8.23190282267868,8.53087567136208,7.87546900934157,11.4786045537667,6.86693654383401,9.07355052181774
"HS_GT_11745",7.96593908718179,5.2082169517295,4.75872732722324,7.30737373930596,5.68945451103714,7.28971684450919
"HS_GT_10436",12.0232446082412,8.15773524856654,2.50544154016661,8.48277451780685,5.39860082019798,12.6190322089004
"HS_GT_12476",10.0570408011194,11.3152374281124,9.50714404373907,10.8294899311371,6.44678152797228,7.40672320741365
"HS_GT_13342",7.59221952801797,9.15511982430118,11.2032481364058,9.47132062375663,10.9600381495422,8.66471437971815
"HS_GT_14116",2.39459192477611,4.81755779804291,8.59702080686462,8.56159865374342,8.05571869365292,7.96830017148646
"HS_GT_10612",9.36639088697849,6.10604879675196,7.67934973880558,4.99073093796154,5.58295912818372,9.11734756678805
"HS_GT_14944",12.9492590703885,8.82845613587036,1.66156146017044,5.68593247693229,7.41244966979821,11.8794888502669
"HS_GT_6120",6.41245234782671,12.5854493991156,10.1046867259163,6.66530228953344,9.61232001884859,3.76380998105055
"HS_GT_10729",5.72147511196848,10.5865730535908,12.7835615042156,3.08255187520282,6.3893958070063,6.53100656257091
"HS_GT_13960",7.35542072614833,4.45890952217551,3.29187958010887,6.41110638499755,13.5522491373673,9.31980096787239
"HS_GT_14877",2.9030216579068,7.59110811053765,16.8123076257359,4.34054411755679,8.27061199636564,9.8547388800718
"HS_GT_12647",4.06170288338681,8.6791674096997,9.62170732850194,11.0204342803663,11.2794472765155,5.26746512912573
"HS_GT_2232",7.21106581489025,8.26145729378222,8.98575838392157,9.15186358732961,4.7573677213711,5.52909407489751
"HS_GT_11014",9.78514410412326,10.0592248551784,12.9661474851623,5.60688663534058,8.42686592796961,10.4871337447924
"HS_GT_13816",10.8949059956205,10.418772596198,6.72909705027386,3.70223577604752,7.25842386635108,10.0193181391308
"HS_GT_13950",9.63756721226781,4.20947810838648,3.56286557885444,7.53210092750477,7.88300012238606,8.40854834670016
"HS_GT_15156",10.464055582618,5.51619789225053,7.33192055425637,5.23147345620936,10.7141694341194,6.74555614919178
"HS_GT_14708",13.0980512343978,9.28334754149071,8.82906209873185,0.430223647628077,6.7525839593798,7.4707935589978
"HS_GT_12273",8.18240570830911,11.6609444626153,5.78416697715775,6.96202416237627,7.28280189311555,3.41064455863756
"HS_GT_15086",11.206482974629,7.41310333245375,4.92933586211421,4.86220570555715,6.07749074777139,10.0938059912507
"HS_GT_13254",9.52235024937279,6.93524809956347,10.010050521811,10.0901188066859,6.05193037673026,3.85906779131917
"HS_GT_15123",7.81652210787548,6.11107937664013,4.32935589972826,7.85796640076226,6.73895782077355,4.41379548202134
"HS_GT_3768",8.23485159621446,10.9655406439139,8.78803842876239,6.98799159141479,11.0810360668173,13.6134374238809
"HS_GT_13457",10.1397599845541,11.4216235696177,5.26642259338847,10.4280855235312,11.9393333950259,10.6985200051811
"HS_GT_14693",7.02192440052356,6.48942103660225,8.93006271390975,5.06535213152851,0.00262061397617686,8.82925444900792
"HS_GT_14038",7.71123098908198,11.3242567302473,8.04067126754064,3.73935470779016,8.4334154273059,3.99977814932222
"HS_GT_9992",3.80171903606795,3.8056098732137,15.1562204976883,8.96909705983386,7.14462782945053,3.67865982901788
"HS_GT_8864",8.16801977498782,7.78086729850466,4.25234675317029,12.5490299070635,3.77376075200594,8.96244213694362
"HS_GT_5735",11.0494884921218,10.7395253548675,6.17095470875296,6.20053684881106,10.2763810453845,4.02726087637735
"HS_GT_14213",10.7767100441771,3.12399429581519,7.78462300061891,7.6942483090236,14.1189384846797,9.51508271358939
"HS_GT_5370",9.92397158394524,2.78183809645666,9.13935721934997,7.61004419962208,11.2523560866994,8.03680088579262
"HS_GT_13468",12.5015659420855,14.47311025928,4.53938910175505,5.0224831278695,5.46161854655952,8.26658854235122
"HS_GT_1181",7.18327428077104,8.0307639077006,0.298373399750673,5.19038619108477,11.501353278044,6.42757204147866
"HS_GT_14755",7.01570196963251,2.46003227135552,9.76202752313193,12.651414983413,9.71237875685248,9.90506731886351
"HS_GT_4935",10.9884004424588,8.58472522050496,8.33396904355936,7.4663079152228,5.90084883522946,6.21017242682022
"HS_GT_14319",2.25266068763093,6.73577819133032,5.90299990472024,5.27199102050858,11.6197616760445,12.0002681163814
"HS_GT_12667",9.61384616105896,9.67226941061034,6.70359892998221,7.6145171376122,6.35134429049983,6.50506883431898
"HS_GT_14518",4.23266694982273,8.46169846517037,10.655862521744,5.54616958227992,8.4713680833096,8.91655719305314
"HS_GT_15160",3.85183305819586,7.61110016753856,10.5848151196784,6.24865843561024,11.5321904785149,7.28498635743922
"HS_GT_5313",7.4474794228632,5.39659116901372,4.25642603215497,11.0691152602867,8.37709717725692,3.59917868780375
"HS_GT_11436",7.73611722189692,11.0591035979773,12.5681912319738,10.4000527360861,7.65875756489588,9.51517629202768
"HS_GT_8728",9.66493273291699,3.40400694669657,8.94711994280343,7.28827588485571,10.2584333259632,8.68444458731158
"HS_GT_6050",5.91461254126177,8.63064984424146,8.80193979749953,5.02820378134233,10.6829895068961,11.2611293686044
"HS_GT_11114",7.95122699345675,6.25606322054429,4.80048478547656,6.61538604843977,10.0198344562771,11.0407870417153
"HS_GT_6294",5.8442287028076,4.19599586319543,5.71432695536108,6.62896099269295,7.65337813054242,10.2422309451758
"HS_GT_3828",3.66281726714098,8.24727351686458,5.32551597479599,5.15325521361643,8.29337864097472,10.4920322980008
"HS_GT_13710",8.99570766989799,10.8944553697791,11.9958655477485,6.69662159264599,8.3474602072198,8.24580011333646
"HS_GT_14822",8.01978176658458,7.18249094161692,8.32733245907719,8.37889073345775,11.98180441246,9.74471463060032
"HS_GT_13385",6.13672138043747,7.40658829633727,5.56809315162185,7.59333558181378,10.3407561209671,1.52769864984075
"HS_GT_1251",4.66165034832194,10.1464234628386,4.40607975706266,12.942319952835,5.18727248255007,5.91014283080103
"HS_GT_14077",6.02225698409872,8.27242399841276,11.3817680615308,8.59651909686891,10.0326516270093,5.57908026113153
"HS_GT_3878",5.79612573280518,4.53752326054102,7.48980375815036,10.8345946905321,8.14780578794033,9.4831520637168
"HS_GT_7138",7.91982447797663,4.56014518311949,8.68884491861375,7.64868300547961,14.1886690749279,4.65144049183477
"HS_GT_10603",8.08516800806934,6.51066954795233,7.63152037104121,6.60542770259426,6.83415756050999,7.38804445254434
"HS_GT_14794",10.5508959661184,6.80361945404721,6.04896819933119,10.7458397193661,10.7382294341007,7.71463259526782
"HS_GT_14050",6.42054208906364,6.51229842774977,7.66187206201564,2.93618632747916,4.92253529519338,6.66789967163715
"HS_GT_5256",9.50514534694288,2.94084363671612,4.41317548017161,9.9884683762482,10.1828727796826,9.94735636365895
"HS_GT_161",4.06216092142285,8.04157530996562,9.2940879654291,8.15450300219386,10.2094022055758,9.43876232523366
"HS_GT_6267",5.27163337320419,7.40030563947612,6.75998583648083,1.07685799961553,7.9922094321209,4.03843609224286
"HS_GT_15050",10.6674637416381,12.0847097667323,6.84088377842101,6.47606717972672,8.41643881148827,8.41431577233423
"HS_GT_12422",5.92776337995902,10.498145025285,8.63395539660949,9.41227896103668,7.00969260826896,4.70838916588583
"HS_GT_14048",12.1784665230179,9.67290733348218,7.90843048630103,6.74846869470732,7.88496596665133,3.57706654467659
"HS_GT_13836",10.9168020626216,10.3887684366231,7.83295999594919,5.58862678642179,6.28429453244342,8.51105688588696
"HS_GT_13436",0.840043095745898,10.1406673386222,6.51982640248938,5.86707105612128,4.71583519219112,5.58314736208476
"HS_GT_11440",8.31348571472388,7.69305833199556,7.13775930497425,9.27010381943887,9.38148149029329,9.70810557500509
"HS_GT_14314",5.49405962210404,9.31255690146941,9.29482412135871,6.81141409864749,6.85330231815628,6.99960454533341
"HS_GT_6783",16.0017971997972,3.67047042441334,11.1472272349525,2.6827568502834,3.99468662726296,8.13866100355957
"HS_GT_14706",2.69145935582014,9.36179467124898,6.46552043321371,12.9056818930551,5.19085168712166,5.8877156944763
"HS_GT_3018",9.62763582273956,5.22575956886096,12.9678693594944,12.9450255045435,9.57847524729059,2.59885658834261
"HS_GT_10394",10.7364155862682,9.49189619521605,6.86664353055543,7.47221320618559,8.23681804395282,8.58113971901479
"HS_GT_3721",6.80992566719277,2.88284077979282,6.5421662670477,2.40970711808853,14.6690691341283,7.9879857280875
"HS_GT_12895",10.9237058657004,5.84038342560228,8.69638025827731,9.13819583116185,12.3926939469759,7.16518763349188
"HS_GT_2006",12.6271797063261,10.6116747037265,6.81733514780239,6.38808646455065,6.95457428634845,10.8201306593267
"HS_GT_14120",10.3004796873816,7.53897213786417,10.4090169341984,8.02214608030741,1.7218402980537,8.58060597683266
"HS_GT_11517",10.3899523400805,6.49847457523837,11.6852441288937,7.10364186465817,12.3440819943379,6.0303279768321
"HS_GT_14538",3.11135655581078,8.41806496117274,9.80365670773046,7.57226964593778,11.4316518431818,2.46816333047809
"HS_GT_10125",5.69607834760343,9.69404203128925,8.26808603610914,8.81770093899991,6.9459736737371,8.43848620007046
"HS_GT_12447",6.96540441818526,5.83525160628479,4.57357262634807,6.72909307036907,9.99875434652071,6.2797518007099
"HS_GT_10328",10.6351584041489,6.69796471704365,4.81776562724677,8.34075410742465,4.48330740811236,7.44662292083897
"HS_GT_10876",7.2748655809019,9.69890808987602,5.94780158423558,5.35477866635496,6.15047420740991,10.0949197725166
